navigationStart,unloadEventStart,unloadEventEnd,redirectStart,redirectEnd,fetchStart,domainLookupStart,domainLookupEnd,connectStart,connectEnd,secureConnectionStart,requestStart,responseStart,responseEnd,domLoading,domInteractive,domContentLoadedEventStart,domContentLoadedEventEnd,domComplete,loadEventStart,loadEventEnd
1602525118633,0,0,0,0,1602525118633,1602525118633,1602525118633,1602525118633,1602525118633,1602525118633,1602525118636,1602525118637,1602525118637,1602525118652,1602525118903,1602525118905,1602525118906,1602525118973,1602525118973,1602525118973
1602525119132,0,0,0,0,1602525119132,1602525119132,1602525119132,1602525119132,1602525119132,1602525119132,1602525119135,1602525119135,1602525119135,1602525119141,1602525119390,1602525119392,1602525119393,1602525119456,1602525119456,1602525119457
1602525119662,0,0,0,0,1602525119662,1602525119662,1602525119662,1602525119662,1602525119662,1602525119662,1602525119668,1602525119668,1602525119668,1602525119674,1602525119939,1602525119941,1602525119941,1602525120006,1602525120006,1602525120006
1602525120115,0,0,0,0,1602525120115,1602525120115,1602525120115,1602525120115,1602525120115,1602525120115,1602525120117,1602525120118,1602525120118,1602525120124,1602525120374,1602525120376,1602525120376,1602525120441,1602525120441,1602525120442
1602525120587,0,0,0,0,1602525120587,1602525120587,1602525120587,1602525120587,1602525120587,1602525120587,1602525120596,1602525120596,1602525120597,1602525120619,1602525120872,1602525120874,1602525120874,1602525120940,1602525120940,1602525120940
1602525121065,0,0,0,0,1602525121065,1602525121065,1602525121065,1602525121065,1602525121065,1602525121065,1602525121068,1602525121068,1602525121068,1602525121076,1602525121342,1602525121343,1602525121344,1602525121411,1602525121411,1602525121411
1602525121506,0,0,0,0,1602525121505,1602525121505,1602525121505,1602525121505,1602525121505,1602525121505,1602525121514,1602525121515,1602525121515,1602525121539,1602525121796,1602525121797,1602525121798,1602525121863,1602525121864,1602525121864
1602525122018,0,0,0,0,1602525122017,1602525122017,1602525122017,1602525122017,1602525122017,1602525122017,1602525122023,1602525122025,1602525122025,1602525122043,1602525122306,1602525122307,1602525122307,1602525122374,1602525122374,1602525122374
1602525122473,0,0,0,0,1602525122472,1602525122472,1602525122472,1602525122472,1602525122472,1602525122472,1602525122481,1602525122481,1602525122481,1602525122501,1602525122762,1602525122764,1602525122765,1602525122829,1602525122829,1602525122829
1602525122944,0,0,0,0,1602525122943,1602525122943,1602525122943,1602525122943,1602525122943,1602525122943,1602525122957,1602525122957,1602525122957,1602525122974,1602525123238,1602525123240,1602525123240,1602525123309,1602525123309,1602525123309
1602525123498,0,0,0,0,1602525123498,1602525123498,1602525123498,1602525123498,1602525123498,1602525123498,1602525123502,1602525123502,1602525123502,1602525123517,1602525123806,1602525123817,1602525123817,1602525123866,1602525123866,1602525123866
1602525124030,0,0,0,0,1602525124030,1602525124030,1602525124030,1602525124030,1602525124030,1602525124030,1602525124033,1602525124034,1602525124034,1602525124039,1602525124313,1602525124314,1602525124315,1602525124379,1602525124379,1602525124380
1602525124515,0,0,0,0,1602525124515,1602525124515,1602525124515,1602525124515,1602525124515,1602525124515,1602525124518,1602525124518,1602525124518,1602525124526,1602525124791,1602525124794,1602525124794,1602525124864,1602525124864,1602525124864
1602525125016,0,0,0,0,1602525125016,1602525125016,1602525125016,1602525125016,1602525125016,1602525125016,1602525125019,1602525125020,1602525125020,1602525125035,1602525125296,1602525125298,1602525125298,1602525125362,1602525125362,1602525125362
1602525125498,0,0,0,0,1602525125497,1602525125497,1602525125497,1602525125497,1602525125497,1602525125497,1602525125500,1602525125502,1602525125502,1602525125508,1602525125773,1602525125775,1602525125775,1602525125841,1602525125841,1602525125842
1602525125987,0,0,0,0,1602525125987,1602525125987,1602525125987,1602525125987,1602525125987,1602525125987,1602525125996,1602525125997,1602525125997,1602525126022,1602525126293,1602525126298,1602525126298,1602525126358,1602525126358,1602525126358
1602525126448,0,0,0,0,1602525126447,1602525126447,1602525126447,1602525126447,1602525126447,1602525126447,1602525126450,1602525126451,1602525126451,1602525126457,1602525126715,1602525126717,1602525126717,1602525126782,1602525126782,1602525126782
1602525126957,0,0,0,0,1602525126957,1602525126957,1602525126957,1602525126957,1602525126957,1602525126957,1602525126970,1602525126970,1602525126972,1602525126994,1602525127246,1602525127248,1602525127248,1602525127314,1602525127315,1602525127315
1602525127415,0,0,0,0,1602525127414,1602525127414,1602525127414,1602525127414,1602525127414,1602525127414,1602525127417,1602525127419,1602525127419,1602525127424,1602525127687,1602525127689,1602525127689,1602525127757,1602525127757,1602525127757
1602525127915,0,0,0,0,1602525127914,1602525127914,1602525127914,1602525127914,1602525127914,1602525127914,1602525127918,1602525127919,1602525127919,1602525127928,1602525128189,1602525128191,1602525128191,1602525128257,1602525128257,1602525128257
1602525128411,0,0,0,0,1602525128411,1602525128411,1602525128411,1602525128411,1602525128411,1602525128411,1602525128413,1602525128414,1602525128414,1602525128420,1602525128689,1602525128691,1602525128691,1602525128757,1602525128757,1602525128757
1602525128915,0,0,0,0,1602525128915,1602525128915,1602525128915,1602525128915,1602525128915,1602525128915,1602525128918,1602525128919,1602525128919,1602525128929,1602525129213,1602525129221,1602525129222,1602525129278,1602525129278,1602525129278
1602525129415,0,0,0,0,1602525129415,1602525129415,1602525129415,1602525129415,1602525129415,1602525129415,1602525129418,1602525129418,1602525129418,1602525129425,1602525129670,1602525129671,1602525129671,1602525129739,1602525129739,1602525129739
1602525129905,0,0,0,0,1602525129904,1602525129904,1602525129904,1602525129904,1602525129904,1602525129904,1602525129913,1602525129914,1602525129914,1602525129939,1602525130196,1602525130198,1602525130199,1602525130266,1602525130266,1602525130266
1602525130421,0,0,0,0,1602525130420,1602525130420,1602525130420,1602525130420,1602525130420,1602525130420,1602525130431,1602525130432,1602525130432,1602525130458,1602525130698,1602525130700,1602525130700,1602525130762,1602525130762,1602525130762
1602525130899,0,0,0,0,1602525130898,1602525130898,1602525130898,1602525130898,1602525130898,1602525130898,1602525130901,1602525130902,1602525130902,1602525130909,1602525131162,1602525131164,1602525131164,1602525131239,1602525131239,1602525131239
1602525131371,0,0,0,0,1602525131370,1602525131370,1602525131370,1602525131370,1602525131370,1602525131370,1602525131380,1602525131381,1602525131381,1602525131404,1602525131674,1602525131675,1602525131676,1602525131732,1602525131732,1602525131732
1602525131903,0,0,0,0,1602525131902,1602525131902,1602525131902,1602525131902,1602525131902,1602525131902,1602525131909,1602525131910,1602525131910,1602525131952,1602525132220,1602525132232,1602525132232,1602525132283,1602525132283,1602525132283
1602525132434,0,0,0,0,1602525132433,1602525132433,1602525132433,1602525132433,1602525132433,1602525132433,1602525132442,1602525132443,1602525132443,1602525132472,1602525132738,1602525132739,1602525132740,1602525132805,1602525132805,1602525132805
1602525132927,0,0,0,0,1602525132927,1602525132927,1602525132927,1602525132927,1602525132927,1602525132927,1602525132929,1602525132930,1602525132930,1602525132939,1602525133211,1602525133228,1602525133229,1602525133276,1602525133277,1602525133277
1602525133433,0,0,0,0,1602525133432,1602525133432,1602525133432,1602525133432,1602525133432,1602525133432,1602525133436,1602525133436,1602525133436,1602525133444,1602525133720,1602525133722,1602525133722,1602525133794,1602525133794,1602525133794
1602525133948,0,0,0,0,1602525133948,1602525133948,1602525133948,1602525133948,1602525133948,1602525133948,1602525133951,1602525133952,1602525133952,1602525133962,1602525134236,1602525134246,1602525134247,1602525134292,1602525134292,1602525134292
1602525134402,0,0,0,0,1602525134401,1602525134401,1602525134401,1602525134401,1602525134401,1602525134401,1602525134409,1602525134410,1602525134411,1602525134451,1602525134712,1602525134714,1602525134715,1602525134778,1602525134778,1602525134779
1602525134881,0,0,0,0,1602525134881,1602525134881,1602525134881,1602525134881,1602525134881,1602525134881,1602525134883,1602525134884,1602525134884,1602525134890,1602525135150,1602525135152,1602525135152,1602525135222,1602525135222,1602525135222
1602525135314,0,0,0,0,1602525135314,1602525135314,1602525135314,1602525135314,1602525135314,1602525135314,1602525135316,1602525135317,1602525135317,1602525135324,1602525135583,1602525135585,1602525135585,1602525135646,1602525135647,1602525135647
1602525135801,0,0,0,0,1602525135800,1602525135800,1602525135800,1602525135800,1602525135800,1602525135800,1602525135809,1602525135810,1602525135810,1602525135840,1602525136094,1602525136098,1602525136098,1602525136160,1602525136160,1602525136160
1602525136249,0,0,0,0,1602525136249,1602525136249,1602525136249,1602525136249,1602525136249,1602525136249,1602525136251,1602525136253,1602525136253,1602525136258,1602525136546,1602525136548,1602525136548,1602525136613,1602525136613,1602525136613
1602525136765,0,0,0,0,1602525136765,1602525136765,1602525136765,1602525136765,1602525136765,1602525136765,1602525136769,1602525136771,1602525136771,1602525136793,1602525137046,1602525137048,1602525137048,1602525137112,1602525137112,1602525137112
1602525137295,0,0,0,0,1602525137295,1602525137295,1602525137295,1602525137295,1602525137295,1602525137295,1602525137300,1602525137301,1602525137301,1602525137319,1602525137575,1602525137577,1602525137577,1602525137641,1602525137641,1602525137642
1602525137815,0,0,0,0,1602525137815,1602525137815,1602525137815,1602525137815,1602525137815,1602525137815,1602525137818,1602525137819,1602525137819,1602525137827,1602525138155,1602525138157,1602525138157,1602525138224,1602525138225,1602525138225
1602525138315,0,0,0,0,1602525138315,1602525138315,1602525138315,1602525138315,1602525138315,1602525138315,1602525138317,1602525138318,1602525138318,1602525138325,1602525138597,1602525138599,1602525138599,1602525138663,1602525138663,1602525138663
1602525138849,0,0,0,0,1602525138849,1602525138849,1602525138849,1602525138849,1602525138849,1602525138849,1602525138851,1602525138852,1602525138852,1602525138859,1602525139121,1602525139123,1602525139123,1602525139192,1602525139192,1602525139192
1602525139348,0,0,0,0,1602525139347,1602525139347,1602525139347,1602525139347,1602525139347,1602525139347,1602525139352,1602525139352,1602525139352,1602525139377,1602525139640,1602525139651,1602525139651,1602525139696,1602525139696,1602525139696
1602525139799,0,0,0,0,1602525139799,1602525139799,1602525139799,1602525139799,1602525139799,1602525139799,1602525139802,1602525139802,1602525139803,1602525139809,1602525140077,1602525140079,1602525140079,1602525140145,1602525140145,1602525140145
1602525140315,0,0,0,0,1602525140315,1602525140315,1602525140315,1602525140315,1602525140315,1602525140315,1602525140319,1602525140319,1602525140319,1602525140342,1602525140595,1602525140597,1602525140598,1602525140676,1602525140676,1602525140676
1602525140765,0,0,0,0,1602525140765,1602525140765,1602525140765,1602525140765,1602525140765,1602525140765,1602525140768,1602525140768,1602525140768,1602525140775,1602525141031,1602525141033,1602525141034,1602525141096,1602525141097,1602525141097
1602525141200,0,0,0,0,1602525141199,1602525141199,1602525141199,1602525141199,1602525141199,1602525141199,1602525141202,1602525141203,1602525141203,1602525141210,1602525141479,1602525141481,1602525141481,1602525141816,1602525141816,1602525141816
1602525142114,0,0,0,0,1602525142114,1602525142114,1602525142114,1602525142114,1602525142114,1602525142114,1602525142116,1602525142117,1602525142117,1602525142124,1602525142383,1602525142386,1602525142387,1602525142448,1602525142448,1602525142448
1602525142531,0,0,0,0,1602525142531,1602525142531,1602525142531,1602525142531,1602525142531,1602525142531,1602525142534,1602525142535,1602525142535,1602525142544,1602525142818,1602525142820,1602525142820,1602525142890,1602525142890,1602525142890
1602525142982,0,0,0,0,1602525142982,1602525142982,1602525142982,1602525142982,1602525142982,1602525142982,1602525142984,1602525142985,1602525142985,1602525142992,1602525143244,1602525143248,1602525143248,1602525143309,1602525143309,1602525143309
1602525143398,0,0,0,0,1602525143398,1602525143398,1602525143398,1602525143398,1602525143398,1602525143398,1602525143400,1602525143401,1602525143401,1602525143408,1602525143685,1602525143686,1602525143686,1602525143756,1602525143756,1602525143756
1602525143848,0,0,0,0,1602525143847,1602525143847,1602525143847,1602525143847,1602525143847,1602525143847,1602525143851,1602525143852,1602525143852,1602525143858,1602525144130,1602525144131,1602525144132,1602525144195,1602525144195,1602525144195
1602525144449,0,0,0,0,1602525144449,1602525144449,1602525144449,1602525144449,1602525144449,1602525144449,1602525144452,1602525144454,1602525144454,1602525144474,1602525144746,1602525144755,1602525144756,1602525144812,1602525144812,1602525144812
1602525145008,0,0,0,0,1602525145008,1602525145008,1602525145008,1602525145008,1602525145008,1602525145008,1602525145010,1602525145011,1602525145011,1602525145022,1602525145268,1602525145270,1602525145270,1602525145340,1602525145340,1602525145340
1602525145481,0,0,0,0,1602525145481,1602525145481,1602525145481,1602525145481,1602525145481,1602525145481,1602525145483,1602525145484,1602525145484,1602525145492,1602525145747,1602525145748,1602525145749,1602525145813,1602525145813,1602525145813
1602525145914,0,0,0,0,1602525145914,1602525145914,1602525145914,1602525145914,1602525145914,1602525145914,1602525145916,1602525145917,1602525145918,1602525145924,1602525146181,1602525146183,1602525146183,1602525146261,1602525146261,1602525146261
1602525146520,0,0,0,0,1602525146520,1602525146520,1602525146520,1602525146520,1602525146520,1602525146520,1602525146523,1602525146523,1602525146523,1602525146530,1602525146778,1602525146779,1602525146779,1602525146845,1602525146845,1602525146845
1602525146998,0,0,0,0,1602525146998,1602525146998,1602525146998,1602525146998,1602525146998,1602525146998,1602525147002,1602525147003,1602525147003,1602525147025,1602525147273,1602525147275,1602525147276,1602525147342,1602525147342,1602525147342
1602525147432,0,0,0,0,1602525147432,1602525147432,1602525147432,1602525147432,1602525147432,1602525147432,1602525147434,1602525147436,1602525147436,1602525147442,1602525147699,1602525147701,1602525147701,1602525147765,1602525147765,1602525147765
1602525147931,0,0,0,0,1602525147931,1602525147931,1602525147931,1602525147931,1602525147931,1602525147931,1602525147934,1602525147935,1602525147935,1602525147943,1602525148202,1602525148203,1602525148204,1602525148282,1602525148282,1602525148282
1602525148435,0,0,0,0,1602525148435,1602525148435,1602525148435,1602525148435,1602525148435,1602525148435,1602525148446,1602525148447,1602525148447,1602525148477,1602525148744,1602525148747,1602525148748,1602525148825,1602525148825,1602525148825
1602525148915,0,0,0,0,1602525148915,1602525148915,1602525148915,1602525148915,1602525148915,1602525148915,1602525148917,1602525148918,1602525148918,1602525148925,1602525149191,1602525149193,1602525149193,1602525149259,1602525149260,1602525149260
1602525149415,0,0,0,0,1602525149415,1602525149415,1602525149415,1602525149415,1602525149415,1602525149415,1602525149418,1602525149419,1602525149419,1602525149443,1602525149708,1602525149720,1602525149720,1602525149763,1602525149763,1602525149764
1602525149868,0,0,0,0,1602525149868,1602525149868,1602525149868,1602525149868,1602525149868,1602525149868,1602525149876,1602525149877,1602525149877,1602525149927,1602525150178,1602525150180,1602525150180,1602525150569,1602525150569,1602525150570
1602525150676,0,0,0,0,1602525150676,1602525150676,1602525150676,1602525150676,1602525150676,1602525150676,1602525150679,1602525150680,1602525150680,1602525150697,1602525151023,1602525151024,1602525151025,1602525151092,1602525151092,1602525151092
1602525151181,0,0,0,0,1602525151181,1602525151181,1602525151181,1602525151181,1602525151181,1602525151181,1602525151183,1602525151184,1602525151184,1602525151191,1602525151457,1602525151458,1602525151459,1602525151535,1602525151535,1602525151535
1602525151685,0,0,0,0,1602525151685,1602525151685,1602525151685,1602525151685,1602525151685,1602525151685,1602525151694,1602525151695,1602525151695,1602525151741,1602525152006,1602525152008,1602525152008,1602525152082,1602525152082,1602525152083
1602525152272,0,0,0,0,1602525152272,1602525152272,1602525152272,1602525152272,1602525152272,1602525152272,1602525152283,1602525152283,1602525152283,1602525152321,1602525152581,1602525152582,1602525152583,1602525152646,1602525152646,1602525152646
1602525152748,0,0,0,0,1602525152748,1602525152748,1602525152748,1602525152748,1602525152748,1602525152748,1602525152751,1602525152752,1602525152752,1602525152758,1602525153016,1602525153018,1602525153018,1602525153133,1602525153133,1602525153133
1602525153249,0,0,0,0,1602525153249,1602525153249,1602525153249,1602525153249,1602525153249,1602525153249,1602525153252,1602525153253,1602525153253,1602525153279,1602525153525,1602525153527,1602525153527,1602525153596,1602525153596,1602525153596
1602525153799,0,0,0,0,1602525153799,1602525153799,1602525153799,1602525153799,1602525153799,1602525153799,1602525153803,1602525153803,1602525153803,1602525153811,1602525154087,1602525154089,1602525154089,1602525154157,1602525154157,1602525154157
1602525154313,0,0,0,0,1602525154312,1602525154312,1602525154312,1602525154312,1602525154312,1602525154312,1602525154316,1602525154316,1602525154316,1602525154326,1602525154595,1602525154597,1602525154597,1602525154664,1602525154664,1602525154664
1602525154814,0,0,0,0,1602525154814,1602525154814,1602525154814,1602525154814,1602525154814,1602525154814,1602525154818,1602525154819,1602525154819,1602525154829,1602525155134,1602525155143,1602525155143,1602525155199,1602525155199,1602525155200
1602525155376,0,0,0,0,1602525155376,1602525155376,1602525155376,1602525155376,1602525155376,1602525155376,1602525155378,1602525155379,1602525155379,1602525155388,1602525155700,1602525155702,1602525155702,1602525155774,1602525155774,1602525155774
1602525155914,0,0,0,0,1602525155913,1602525155913,1602525155913,1602525155913,1602525155913,1602525155913,1602525155916,1602525155917,1602525155917,1602525155924,1602525156197,1602525156199,1602525156199,1602525156272,1602525156272,1602525156273
1602525156414,0,0,0,0,1602525156413,1602525156413,1602525156413,1602525156413,1602525156413,1602525156413,1602525156417,1602525156417,1602525156418,1602525156426,1602525156684,1602525156686,1602525156687,1602525156765,1602525156765,1602525156765
1602525156917,0,0,0,0,1602525156916,1602525156916,1602525156916,1602525156916,1602525156916,1602525156916,1602525156926,1602525156927,1602525156927,1602525156967,1602525157246,1602525157248,1602525157248,1602525157329,1602525157329,1602525157329
1602525157466,0,0,0,0,1602525157466,1602525157466,1602525157466,1602525157466,1602525157466,1602525157466,1602525157469,1602525157470,1602525157470,1602525157509,1602525157777,1602525157778,1602525157779,1602525157847,1602525157847,1602525157847
1602525158032,0,0,0,0,1602525158032,1602525158032,1602525158032,1602525158032,1602525158032,1602525158032,1602525158035,1602525158035,1602525158036,1602525158044,1602525158306,1602525158308,1602525158308,1602525158375,1602525158375,1602525158375
1602525158465,0,0,0,0,1602525158465,1602525158465,1602525158465,1602525158465,1602525158465,1602525158465,1602525158468,1602525158469,1602525158469,1602525158477,1602525158737,1602525158739,1602525158739,1602525158823,1602525158823,1602525158823
1602525158915,0,0,0,0,1602525158914,1602525158914,1602525158914,1602525158914,1602525158914,1602525158914,1602525158918,1602525158919,1602525158919,1602525158926,1602525159206,1602525159208,1602525159208,1602525159275,1602525159275,1602525159276
1602525159414,0,0,0,0,1602525159414,1602525159414,1602525159414,1602525159414,1602525159414,1602525159414,1602525159417,1602525159418,1602525159418,1602525159426,1602525159702,1602525159704,1602525159704,1602525159838,1602525159838,1602525159838
1602525159998,0,0,0,0,1602525159997,1602525159997,1602525159997,1602525159997,1602525159997,1602525159997,1602525160002,1602525160003,1602525160003,1602525160026,1602525160307,1602525160318,1602525160318,1602525160362,1602525160362,1602525160362
1602525160469,0,0,0,0,1602525160469,1602525160469,1602525160469,1602525160469,1602525160469,1602525160469,1602525160477,1602525160478,1602525160478,1602525160505,1602525160766,1602525160768,1602525160769,1602525160843,1602525160843,1602525160843
1602525160960,0,0,0,0,1602525160959,1602525160959,1602525160959,1602525160959,1602525160959,1602525160959,1602525160969,1602525160969,1602525160970,1602525160990,1602525161251,1602525161252,1602525161253,1602525161329,1602525161329,1602525161329
1602525161485,0,0,0,0,1602525161484,1602525161484,1602525161484,1602525161484,1602525161484,1602525161484,1602525161495,1602525161496,1602525161497,1602525161544,1602525161790,1602525161791,1602525161792,1602525161863,1602525161863,1602525161863
1602525162041,0,0,0,0,1602525162040,1602525162040,1602525162040,1602525162040,1602525162040,1602525162040,1602525162049,1602525162050,1602525162050,1602525162118,1602525162406,1602525162408,1602525162408,1602525162523,1602525162523,1602525162523
1602525162709,0,0,0,0,1602525162709,1602525162709,1602525162709,1602525162709,1602525162709,1602525162709,1602525162712,1602525162713,1602525162713,1602525162721,1602525162981,1602525162982,1602525162982,1602525163067,1602525163067,1602525163067
1602525163167,0,0,0,0,1602525163166,1602525163166,1602525163166,1602525163166,1602525163166,1602525163166,1602525163176,1602525163178,1602525163178,1602525163215,1602525163469,1602525163471,1602525163472,1602525163542,1602525163542,1602525163542
1602525163636,0,0,0,0,1602525163636,1602525163636,1602525163636,1602525163636,1602525163636,1602525163636,1602525163643,1602525163644,1602525163644,1602525163667,1602525163924,1602525163926,1602525163926,1602525164008,1602525164008,1602525164008
1602525164156,0,0,0,0,1602525164156,1602525164156,1602525164156,1602525164156,1602525164156,1602525164156,1602525164158,1602525164160,1602525164160,1602525164178,1602525164443,1602525164445,1602525164445,1602525164524,1602525164524,1602525164524
1602525164655,0,0,0,0,1602525164655,1602525164655,1602525164655,1602525164655,1602525164655,1602525164655,1602525164665,1602525164666,1602525164666,1602525164734,1602525164999,1602525165000,1602525165001,1602525165078,1602525165078,1602525165078
1602525165243,0,0,0,0,1602525165242,1602525165242,1602525165242,1602525165242,1602525165242,1602525165242,1602525165248,1602525165249,1602525165249,1602525165285,1602525165561,1602525165571,1602525165572,1602525165616,1602525165616,1602525165617
1602525165715,0,0,0,0,1602525165714,1602525165714,1602525165714,1602525165714,1602525165714,1602525165714,1602525165721,1602525165721,1602525165721,1602525165745,1602525166003,1602525166005,1602525166005,1602525166076,1602525166076,1602525166077
1602525166165,0,0,0,0,1602525166165,1602525166165,1602525166165,1602525166165,1602525166165,1602525166165,1602525166168,1602525166168,1602525166168,1602525166176,1602525166442,1602525166444,1602525166444,1602525166524,1602525166524,1602525166524
1602525166647,0,0,0,0,1602525166647,1602525166647,1602525166647,1602525166647,1602525166647,1602525166647,1602525166650,1602525166650,1602525166651,1602525166660,1602525166903,1602525166904,1602525166904,1602525167253,1602525167253,1602525167253
1602525167349,0,0,0,0,1602525167348,1602525167348,1602525167348,1602525167348,1602525167348,1602525167348,1602525167351,1602525167352,1602525167353,1602525167360,1602525167626,1602525167630,1602525167631,1602525167706,1602525167706,1602525167706
1602525167830,0,0,0,0,1602525167829,1602525167829,1602525167829,1602525167829,1602525167829,1602525167829,1602525167833,1602525167833,1602525167833,1602525167844,1602525168109,1602525168113,1602525168114,1602525168179,1602525168179,1602525168179
1602525168315,0,0,0,0,1602525168315,1602525168315,1602525168315,1602525168315,1602525168315,1602525168315,1602525168318,1602525168318,1602525168318,1602525168326,1602525168606,1602525168619,1602525168619,1602525168681,1602525168681,1602525168681
1602525168951,0,0,0,0,1602525168950,1602525168950,1602525168950,1602525168950,1602525168950,1602525168950,1602525168960,1602525168961,1602525168961,1602525169001,1602525169247,1602525169249,1602525169250,1602525169325,1602525169325,1602525169325
1602525169474,0,0,0,0,1602525169473,1602525169473,1602525169473,1602525169473,1602525169473,1602525169473,1602525169484,1602525169484,1602525169484,1602525169528,1602525169779,1602525169782,1602525169782,1602525169849,1602525169849,1602525169849
1602525170014,0,0,0,0,1602525170013,1602525170013,1602525170013,1602525170013,1602525170013,1602525170013,1602525170016,1602525170017,1602525170017,1602525170025,1602525170284,1602525170286,1602525170287,1602525170711,1602525170711,1602525170712
1602525170881,0,0,0,0,1602525170881,1602525170881,1602525170881,1602525170881,1602525170881,1602525170881,1602525170885,1602525170886,1602525170886,1602525170908,1602525171186,1602525171197,1602525171198,1602525171245,1602525171246,1602525171246
1602525171348,0,0,0,0,1602525171348,1602525171348,1602525171348,1602525171348,1602525171348,1602525171348,1602525171351,1602525171353,1602525171353,1602525171361,1602525171623,1602525171625,1602525171625,1602525171706,1602525171706,1602525171707
1602525171884,0,0,0,0,1602525171883,1602525171883,1602525171883,1602525171883,1602525171883,1602525171883,1602525171892,1602525171893,1602525171893,1602525171932,1602525172180,1602525172182,1602525172182,1602525172263,1602525172263,1602525172263
1602525172414,0,0,0,0,1602525172414,1602525172414,1602525172414,1602525172414,1602525172414,1602525172414,1602525172416,1602525172418,1602525172418,1602525172426,1602525172686,1602525172688,1602525172688,1602525172759,1602525172759,1602525172759
1602525172865,0,0,0,0,1602525172865,1602525172865,1602525172865,1602525172865,1602525172865,1602525172865,1602525172870,1602525172871,1602525172871,1602525172896,1602525173190,1602525173193,1602525173193,1602525173294,1602525173294,1602525173294
1602525173502,0,0,0,0,1602525173501,1602525173501,1602525173501,1602525173501,1602525173501,1602525173501,1602525173513,1602525173514,1602525173514,1602525173560,1602525173817,1602525173818,1602525173819,1602525173881,1602525173881,1602525173881
1602525174048,0,0,0,0,1602525174048,1602525174048,1602525174048,1602525174048,1602525174048,1602525174048,1602525174052,1602525174052,1602525174052,1602525174065,1602525174314,1602525174316,1602525174316,1602525174390,1602525174390,1602525174390
1602525174498,0,0,0,0,1602525174498,1602525174498,1602525174498,1602525174498,1602525174498,1602525174498,1602525174500,1602525174501,1602525174501,1602525174509,1602525174782,1602525174783,1602525174784,1602525174983,1602525174983,1602525174983
1602525175099,0,0,0,0,1602525175099,1602525175099,1602525175099,1602525175099,1602525175099,1602525175099,1602525175102,1602525175103,1602525175103,1602525175126,1602525175378,1602525175381,1602525175381,1602525175463,1602525175463,1602525175463
1602525175615,0,0,0,0,1602525175615,1602525175615,1602525175615,1602525175615,1602525175615,1602525175615,1602525175618,1602525175618,1602525175619,1602525175640,1602525175901,1602525175903,1602525175903,1602525175974,1602525175974,1602525175974
1602525176132,0,0,0,0,1602525176131,1602525176131,1602525176131,1602525176131,1602525176131,1602525176131,1602525176138,1602525176139,1602525176139,1602525176167,1602525176437,1602525176449,1602525176449,1602525176494,1602525176494,1602525176495
1602525176598,0,0,0,0,1602525176598,1602525176598,1602525176598,1602525176598,1602525176598,1602525176598,1602525176601,1602525176602,1602525176602,1602525176609,1602525176891,1602525176892,1602525176893,1602525176963,1602525176963,1602525176963
1602525177114,0,0,0,0,1602525177113,1602525177113,1602525177113,1602525177113,1602525177113,1602525177113,1602525177117,1602525177118,1602525177118,1602525177128,1602525177409,1602525177414,1602525177414,1602525177490,1602525177490,1602525177490
1602525177794,0,0,0,0,1602525177794,1602525177794,1602525177794,1602525177794,1602525177794,1602525177794,1602525177798,1602525177799,1602525177799,1602525177818,1602525178057,1602525178059,1602525178059,1602525178134,1602525178134,1602525178134
1602525178231,0,0,0,0,1602525178230,1602525178230,1602525178230,1602525178230,1602525178230,1602525178230,1602525178234,1602525178235,1602525178235,1602525178243,1602525178548,1602525178550,1602525178550,1602525178624,1602525178625,1602525178625
1602525178716,0,0,0,0,1602525178716,1602525178716,1602525178716,1602525178716,1602525178716,1602525178716,1602525178718,1602525178720,1602525178720,1602525178728,1602525179009,1602525179010,1602525179010,1602525179091,1602525179091,1602525179091
1602525179214,0,0,0,0,1602525179214,1602525179214,1602525179214,1602525179214,1602525179214,1602525179214,1602525179218,1602525179218,1602525179219,1602525179241,1602525179494,1602525179496,1602525179496,1602525179580,1602525179580,1602525179580
1602525179748,0,0,0,0,1602525179748,1602525179748,1602525179748,1602525179748,1602525179748,1602525179748,1602525179751,1602525179752,1602525179752,1602525179773,1602525180053,1602525180055,1602525180055,1602525180128,1602525180128,1602525180128
1602525180272,0,0,0,0,1602525180272,1602525180272,1602525180272,1602525180272,1602525180272,1602525180272,1602525180275,1602525180276,1602525180276,1602525180290,1602525180544,1602525180548,1602525180548,1602525180630,1602525180630,1602525180630
1602525180716,0,0,0,0,1602525180716,1602525180716,1602525180716,1602525180716,1602525180716,1602525180716,1602525180718,1602525180720,1602525180720,1602525180728,1602525181022,1602525181024,1602525181024,1602525181097,1602525181097,1602525181097
1602525181281,0,0,0,0,1602525181280,1602525181280,1602525181280,1602525181280,1602525181280,1602525181280,1602525181285,1602525181286,1602525181286,1602525181307,1602525181578,1602525181588,1602525181588,1602525181638,1602525181638,1602525181639
1602525181749,0,0,0,0,1602525181749,1602525181749,1602525181749,1602525181749,1602525181749,1602525181749,1602525181751,1602525181752,1602525181752,1602525181761,1602525182020,1602525182023,1602525182023,1602525182099,1602525182099,1602525182099
1602525182214,0,0,0,0,1602525182213,1602525182213,1602525182213,1602525182213,1602525182213,1602525182213,1602525182217,1602525182218,1602525182218,1602525182225,1602525182498,1602525182500,1602525182500,1602525182578,1602525182578,1602525182579
